2019-09-29 21.18.18 2143620498159075611_대림미술관.jpg;오늘 날씨두 좋구하여 윗동네로 마실#9월의마지막주말 #대림미술관 #하이메아욘 #SERIOUSFUN
2019-10-27 15.21.45 2163734761284100951_대림미술관.jpg;햇살좋은날 문화인놀이 재밌땅땅👍👣시원한 병맥으로 마무리 히힛🌷...#서울미술관 #대림미술관 #하이메아욘숨겨진일곱가지사연 #핫하다며 #익선동 #미담헌
2019-10-27 15.21.45 2163734761292482466_대림미술관.jpg;햇살좋은날 문화인놀이 재밌땅땅👍👣시원한 병맥으로 마무리 히힛🌷...#서울미술관 #대림미술관 #하이메아욘숨겨진일곱가지사연 #핫하다며 #익선동 #미담헌
2019-10-27 15.21.45 2163734764966669485_대림미술관.jpg;햇살좋은날 문화인놀이 재밌땅땅👍👣시원한 병맥으로 마무리 히힛🌷...#서울미술관 #대림미술관 #하이메아욘숨겨진일곱가지사연 #핫하다며 #익선동 #미담헌
2019-10-27 15.47.43 2163747829250565132_대림미술관.jpg;대림미술관 -셀카 파티★화질이....좀...아쉽...•••#경복궁 #대림미술관 #셀카 #셀피 #셀피그램 #엽서 #즐거운 #수행평가 #가을 #likeforfollow #followforfollowback #following #follow4followback #selfie #selca #seoul #likeforlikes #like4likes #02 #좋아요 #좋아요반사
2019-10-27 15.47.43 2163747829267492388_대림미술관.jpg;대림미술관 -셀카 파티★화질이....좀...아쉽...•••#경복궁 #대림미술관 #셀카 #셀피 #셀피그램 #엽서 #즐거운 #수행평가 #가을 #likeforfollow #followforfollowback #following #follow4followback #selfie #selca #seoul #likeforlikes #like4likes #02 #좋아요 #좋아요반사
2019-10-27 15.47.43 2163747829284321334_대림미술관.jpg;대림미술관 -셀카 파티★화질이....좀...아쉽...•••#경복궁 #대림미술관 #셀카 #셀피 #셀피그램 #엽서 #즐거운 #수행평가 #가을 #likeforfollow #followforfollowback #following #follow4followback #selfie #selca #seoul #likeforlikes #like4likes #02 #좋아요 #좋아요반사
2019-10-27 15.47.43 2163747829292516068_대림미술관.jpg;대림미술관 -셀카 파티★화질이....좀...아쉽...•••#경복궁 #대림미술관 #셀카 #셀피 #셀피그램 #엽서 #즐거운 #수행평가 #가을 #likeforfollow #followforfollowback #following #follow4followback #selfie #selca #seoul #likeforlikes #like4likes #02 #좋아요 #좋아요반사
2019-10-27 15.47.43 2163747829292530903_대림미술관.jpg;대림미술관 -셀카 파티★화질이....좀...아쉽...•••#경복궁 #대림미술관 #셀카 #셀피 #셀피그램 #엽서 #즐거운 #수행평가 #가을 #likeforfollow #followforfollowback #following #follow4followback #selfie #selca #seoul #likeforlikes #like4likes #02 #좋아요 #좋아요반사
2019-10-27 15.47.43 2163747829300866240_대림미술관.jpg;대림미술관 -셀카 파티★화질이....좀...아쉽...•••#경복궁 #대림미술관 #셀카 #셀피 #셀피그램 #엽서 #즐거운 #수행평가 #가을 #likeforfollow #followforfollowback #following #follow4followback #selfie #selca #seoul #likeforlikes #like4likes #02 #좋아요 #좋아요반사
2019-10-27 15.47.43 2163747829317712750_대림미술관.jpg;대림미술관 -셀카 파티★화질이....좀...아쉽...•••#경복궁 #대림미술관 #셀카 #셀피 #셀피그램 #엽서 #즐거운 #수행평가 #가을 #likeforfollow #followforfollowback #following #follow4followback #selfie #selca #seoul #likeforlikes #like4likes #02 #좋아요 #좋아요반사
2019-10-27 15.47.43 2163747832757178205_대림미술관.jpg;대림미술관 -셀카 파티★화질이....좀...아쉽...•••#경복궁 #대림미술관 #셀카 #셀피 #셀피그램 #엽서 #즐거운 #수행평가 #가을 #likeforfollow #followforfollowback #following #follow4followback #selfie #selca #seoul #likeforlikes #like4likes #02 #좋아요 #좋아요반사
2019-10-27 15.50.16 2163749109880755642_대림미술관.jpg;진짜 #쌀쌀하다 #대림미술관 #하이메아욘
2019-10-27 15.50.16 2163749109897461310_대림미술관.jpg;진짜 #쌀쌀하다 #대림미술관 #하이메아욘
2019-10-27 15.53.44 2163750860886536062_대림미술관.jpg;my blueberry nights, 2007🚿
2019-10-27 15.55.48 2163751897550661395_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 15.55.48 2163751897609374545_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 15.55.48 2163751897617701979_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 15.55.48 2163751897617733702_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 15.55.48 2163751897626134026_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 15.55.48 2163751897634686108_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 15.55.48 2163751897642866514_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 15.55.48 2163751897643080796_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 15.55.48 2163751899740091929_대림미술관.jpg;.밝고 색감도 이쁜 전시♥.관전 포인트는 그림자 라구요!.#대림미술관 #하이메아욘숨겨진일곱가지사연 #JaimeHayon
2019-10-27 16.02.41 2163755359545571663_대림미술관.jpg;단풍은 조금 더 기다려야 되겠구나.#SeriousFun #하이메아욘 #jaimehayon #주말스타그램 #주말전시 #대림미술관
2019-10-27 16.02.41 2163755359570511335_대림미술관.jpg;단풍은 조금 더 기다려야 되겠구나.#SeriousFun #하이메아욘 #jaimehayon #주말스타그램 #주말전시 #대림미술관
2019-10-27 16.02.41 2163755359578982944_대림미술관.jpg;단풍은 조금 더 기다려야 되겠구나.#SeriousFun #하이메아욘 #jaimehayon #주말스타그램 #주말전시 #대림미술관
2019-10-27 16.02.41 2163755359595789673_대림미술관.jpg;단풍은 조금 더 기다려야 되겠구나.#SeriousFun #하이메아욘 #jaimehayon #주말스타그램 #주말전시 #대림미술관
2019-10-27 16.02.41 2163755359604068012_대림미술관.jpg;단풍은 조금 더 기다려야 되겠구나.#SeriousFun #하이메아욘 #jaimehayon #주말스타그램 #주말전시 #대림미술관
2019-10-27 16.02.41 2163755359780432126_대림미술관.jpg;단풍은 조금 더 기다려야 되겠구나.#SeriousFun #하이메아욘 #jaimehayon #주말스타그램 #주말전시 #대림미술관
2019-10-27 16.02.41 2163755363521728978_대림미술관.jpg;단풍은 조금 더 기다려야 되겠구나.#SeriousFun #하이메아욘 #jaimehayon #주말스타그램 #주말전시 #대림미술관
2019-10-27 16.17.52 2163763007163520024_대림미술관.jpg;오랜만에 미술관~ 밀리의서재 이벤트 당첨되서 다녀온 대림 미술관~ 넘 좋았다~ 의자도 화병도 사고싶었지만... 다행히 팔지않아서 나의 구매욕을 잠재웠다 ㅎㅎㅎ 암튼 오랜만의 문화생활 좋다~#대림미술관#밀리의서재#하이메아욘#하이메아욘숨겨진일곱가지사연
2019-10-27 16.17.52 2163763007180350455_대림미술관.jpg;오랜만에 미술관~ 밀리의서재 이벤트 당첨되서 다녀온 대림 미술관~ 넘 좋았다~ 의자도 화병도 사고싶었지만... 다행히 팔지않아서 나의 구매욕을 잠재웠다 ㅎㅎㅎ 암튼 오랜만의 문화생활 좋다~#대림미술관#밀리의서재#하이메아욘#하이메아욘숨겨진일곱가지사연
2019-10-27 16.17.52 2163763007180494598_대림미술관.jpg;오랜만에 미술관~ 밀리의서재 이벤트 당첨되서 다녀온 대림 미술관~ 넘 좋았다~ 의자도 화병도 사고싶었지만... 다행히 팔지않아서 나의 구매욕을 잠재웠다 ㅎㅎㅎ 암튼 오랜만의 문화생활 좋다~#대림미술관#밀리의서재#하이메아욘#하이메아욘숨겨진일곱가지사연
2019-10-27 16.17.52 2163763007188829740_대림미술관.jpg;오랜만에 미술관~ 밀리의서재 이벤트 당첨되서 다녀온 대림 미술관~ 넘 좋았다~ 의자도 화병도 사고싶었지만... 다행히 팔지않아서 나의 구매욕을 잠재웠다 ㅎㅎㅎ 암튼 오랜만의 문화생활 좋다~#대림미술관#밀리의서재#하이메아욘#하이메아욘숨겨진일곱가지사연
2019-10-27 16.17.52 2163763007197231380_대림미술관.jpg;오랜만에 미술관~ 밀리의서재 이벤트 당첨되서 다녀온 대림 미술관~ 넘 좋았다~ 의자도 화병도 사고싶었지만... 다행히 팔지않아서 나의 구매욕을 잠재웠다 ㅎㅎㅎ 암튼 오랜만의 문화생활 좋다~#대림미술관#밀리의서재#하이메아욘#하이메아욘숨겨진일곱가지사연
2019-10-27 16.17.52 2163763007213991121_대림미술관.jpg;오랜만에 미술관~ 밀리의서재 이벤트 당첨되서 다녀온 대림 미술관~ 넘 좋았다~ 의자도 화병도 사고싶었지만... 다행히 팔지않아서 나의 구매욕을 잠재웠다 ㅎㅎㅎ 암튼 오랜만의 문화생활 좋다~#대림미술관#밀리의서재#하이메아욘#하이메아욘숨겨진일곱가지사연
2019-10-27 16.17.52 2163763009906653709_대림미술관.jpg;오랜만에 미술관~ 밀리의서재 이벤트 당첨되서 다녀온 대림 미술관~ 넘 좋았다~ 의자도 화병도 사고싶었지만... 다행히 팔지않아서 나의 구매욕을 잠재웠다 ㅎㅎㅎ 암튼 오랜만의 문화생활 좋다~#대림미술관#밀리의서재#하이메아욘#하이메아욘숨겨진일곱가지사연
2019-10-27 16.27.26 2163767815914492555_대림미술관.jpg;대림미술관..#대림미술관 #대림미술관코코카피탄
2019-10-27 16.27.26 2163767815931172272_대림미술관.jpg;대림미술관..#대림미술관 #대림미술관코코카피탄
2019-10-27 16.27.26 2163767815939743806_대림미술관.jpg;대림미술관..#대림미술관 #대림미술관코코카피탄
2019-10-27 16.27.26 2163767815948136279_대림미술관.jpg;대림미술관..#대림미술관 #대림미술관코코카피탄
2019-10-27 16.27.26 2163767815964785244_대림미술관.jpg;대림미술관..#대림미술관 #대림미술관코코카피탄
2019-10-27 16.27.26 2163767818246573166_대림미술관.jpg;대림미술관..#대림미술관 #대림미술관코코카피탄
2019-10-27 16.46.50 2163777587411011389_대림미술관.jpg;#하이메아욘 전시회 #대림미술관
2019-10-27 16.46.50 2163777587419467649_대림미술관.jpg;#하이메아욘 전시회 #대림미술관
2019-10-27 16.46.50 2163777587436109273_대림미술관.jpg;#하이메아욘 전시회 #대림미술관
2019-10-27 16.46.50 2163777587436125301_대림미술관.jpg;#하이메아욘 전시회 #대림미술관
2019-10-27 16.46.50 2163777587444450255_대림미술관.jpg;#하이메아욘 전시회 #대림미술관
2019-10-27 16.46.50 2163777587444677831_대림미술관.jpg;#하이메아욘 전시회 #대림미술관
2019-10-27 16.46.50 2163777589105606540_대림미술관.jpg;#하이메아욘 전시회 #대림미술관
2019-10-27 16.53.06 2163780741234130502_대림미술관.jpg;오브제에 사랑을 더해주는 예술.#인스타그램#미술#예술#하이메아욘#도자기#오브제#인테리어#전시회#대림미술관#좋아요#좋아요반사#팔로우#선팔#맞팔#선팔하면맞팔#서울#대전#댓글#소통#인친#인연#f4f#likeforfollow #instadaily#art#jaimehayon
2019-10-27 16.53.06 2163780741250690768_대림미술관.jpg;오브제에 사랑을 더해주는 예술.#인스타그램#미술#예술#하이메아욘#도자기#오브제#인테리어#전시회#대림미술관#좋아요#좋아요반사#팔로우#선팔#맞팔#선팔하면맞팔#서울#대전#댓글#소통#인친#인연#f4f#likeforfollow #instadaily#art#jaimehayon
2019-10-27 16.53.06 2163780741250744763_대림미술관.jpg;오브제에 사랑을 더해주는 예술.#인스타그램#미술#예술#하이메아욘#도자기#오브제#인테리어#전시회#대림미술관#좋아요#좋아요반사#팔로우#선팔#맞팔#선팔하면맞팔#서울#대전#댓글#소통#인친#인연#f4f#likeforfollow #instadaily#art#jaimehayon
2019-10-27 16.53.06 2163780741267483167_대림미술관.jpg;오브제에 사랑을 더해주는 예술.#인스타그램#미술#예술#하이메아욘#도자기#오브제#인테리어#전시회#대림미술관#좋아요#좋아요반사#팔로우#선팔#맞팔#선팔하면맞팔#서울#대전#댓글#소통#인친#인연#f4f#likeforfollow #instadaily#art#jaimehayon
2019-10-27 16.53.06 2163780741267695533_대림미술관.jpg;오브제에 사랑을 더해주는 예술.#인스타그램#미술#예술#하이메아욘#도자기#오브제#인테리어#전시회#대림미술관#좋아요#좋아요반사#팔로우#선팔#맞팔#선팔하면맞팔#서울#대전#댓글#소통#인친#인연#f4f#likeforfollow #instadaily#art#jaimehayon
2019-10-27 16.53.06 2163780741275942973_대림미술관.jpg;오브제에 사랑을 더해주는 예술.#인스타그램#미술#예술#하이메아욘#도자기#오브제#인테리어#전시회#대림미술관#좋아요#좋아요반사#팔로우#선팔#맞팔#선팔하면맞팔#서울#대전#댓글#소통#인친#인연#f4f#likeforfollow #instadaily#art#jaimehayon
2019-10-27 16.53.06 2163780744237145070_대림미술관.jpg;오브제에 사랑을 더해주는 예술.#인스타그램#미술#예술#하이메아욘#도자기#오브제#인테리어#전시회#대림미술관#좋아요#좋아요반사#팔로우#선팔#맞팔#선팔하면맞팔#서울#대전#댓글#소통#인친#인연#f4f#likeforfollow #instadaily#art#jaimehayon
2019-10-27 16.54.01 2163781201224297049_대림미술관.jpg;#하이메야욘#대림미술관#주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 16.54.01 2163781201241214601_대림미술관.jpg;#하이메야욘#대림미술관#주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 16.54.01 2163781201249597017_대림미술관.jpg;#하이메야욘#대림미술관#주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 16.54.01 2163781204303117046_대림미술관.jpg;#하이메야욘#대림미술관#주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 16.57.49 2163783108911341609_대림미술관.jpg;Catch  chair, 하이메 야욘#하이메야욘#대림미술관#안아줄게의자주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 16.57.49 2163783108927949293_대림미술관.jpg;Catch  chair, 하이메 야욘#하이메야욘#대림미술관#안아줄게의자주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 16.57.49 2163783108936335959_대림미술관.jpg;Catch  chair, 하이메 야욘#하이메야욘#대림미술관#안아줄게의자주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 16.57.49 2163783108936382052_대림미술관.jpg;Catch  chair, 하이메 야욘#하이메야욘#대림미술관#안아줄게의자주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 16.57.49 2163783111763443806_대림미술관.jpg;Catch  chair, 하이메 야욘#하이메야욘#대림미술관#안아줄게의자주말나들이#가족나들이#가을#tricortrit#캔디대신티켓주세요#freeentry
2019-10-27 17.03.06 2163785772880042193_대림미술관.jpg;.#전시회 #서울나들이 #daily #남매맘💑 #대림미술관 #디뮤지엄 #통인동 #일상 #좋아요 #likeforlikes #데일리 #데일리룩 #패션 #패션스타그램
2019-10-27 17.05.56 2163787200177006080_대림미술관.jpg;Hayon Shadow Theater 충분히 훌륭🙃하닷.#대림미술관#하이메아욘#jaimehayon#숨겨진일곱가지사연#전시회
2019-10-27 17.09.43 2163789096455473254_대림미술관.jpg;playfulness + happiness사용하는 사람들을 행복하게 하는 디자인을 추구하기에 하이메 아욘의 작품들에는즐거움과 유머가 넘친다🙃🙂 #주말 #가족나들이 #즐거운전시 #유쾌한상상 #하이메아욘 #숨겨진일곱가지사연 #대림미술관 #JaimeHayon
2019-10-27 17.09.43 2163789096472145915_대림미술관.jpg;playfulness + happiness사용하는 사람들을 행복하게 하는 디자인을 추구하기에 하이메 아욘의 작품들에는즐거움과 유머가 넘친다🙃🙂 #주말 #가족나들이 #즐거운전시 #유쾌한상상 #하이메아욘 #숨겨진일곱가지사연 #대림미술관 #JaimeHayon
2019-10-27 17.09.43 2163789096480445464_대림미술관.jpg;playfulness + happiness사용하는 사람들을 행복하게 하는 디자인을 추구하기에 하이메 아욘의 작품들에는즐거움과 유머가 넘친다🙃🙂 #주말 #가족나들이 #즐거운전시 #유쾌한상상 #하이메아욘 #숨겨진일곱가지사연 #대림미술관 #JaimeHayon
2019-10-27 17.09.43 2163789096489046171_대림미술관.jpg;playfulness + happiness사용하는 사람들을 행복하게 하는 디자인을 추구하기에 하이메 아욘의 작품들에는즐거움과 유머가 넘친다🙃🙂 #주말 #가족나들이 #즐거운전시 #유쾌한상상 #하이메아욘 #숨겨진일곱가지사연 #대림미술관 #JaimeHayon
2019-10-27 17.09.43 2163789099609553125_대림미술관.jpg;playfulness + happiness사용하는 사람들을 행복하게 하는 디자인을 추구하기에 하이메 아욘의 작품들에는즐거움과 유머가 넘친다🙃🙂 #주말 #가족나들이 #즐거운전시 #유쾌한상상 #하이메아욘 #숨겨진일곱가지사연 #대림미술관 #JaimeHayon
2019-10-27 17.16.56 2163792734536945378_대림미술관.jpg;😊
2019-10-27 17.16.56 2163792737405887371_대림미술관.jpg;😊
2019-10-27 17.19.30 2163794024603729717_대림미술관.jpg;#오늘의기록 #캔디 #대신 #티켓 #주세요 #어제기록 #대림미술관 #전시 #서울나들이
2019-10-27 17.29.44 2163799179092425597_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799179109086758_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799179117629793_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799179125901046_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799179134244342_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799179142734726_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799179142796947_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799179151128335_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799179159581076_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.29.44 2163799181726520502_대림미술관.jpg;신기한 것으로 가득찬 #하이멘아욘 전시. 산업 디자이너 답게 작품도 사고 싶게 만드네#대림미술관 #수상한캐비닛 #유럽감성가구
2019-10-27 17.38.07 2163803401674901891_대림미술관.jpg;_가을 서촌🍂
2019-10-27 17.50.11 2163809470512262549_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 17.50.11 2163809470529089650_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 17.50.11 2163809470537396384_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 17.50.11 2163809470545798536_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 17.50.11 2163809470554183877_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 17.50.11 2163809470554297940_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 17.50.11 2163809470562554210_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 17.50.11 2163809470571015871_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 17.50.11 2163809474899346703_대림미술관.jpg;@kimyunkyung31오늘 아침부터 꾸르잼~~ 무지 알찼다👍👍 언니 덕분이얌🥰🥰😘 헐크캔디랑 해골캔디 잘먹을게용🍬🍭🍬🍭사탕대신 티켓주세요😆🙈 #대림미술관 #하이메아욘 #하이메아욘숨겨진일곱가지사연 #헐크사탕 #해골사탕 #전시 #전시추천👍
2019-10-27 18.13.23 2163821141190722193_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821141198952055_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821141207322973_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821141215849471_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821141215901419_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821141224164697_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821141224224124_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821141232533631_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821141240917108_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.13.23 2163821144797824890_대림미술관.jpg;알차게 보낸 일요일. #칸다소바 #레드락맥주 로 배불리먹고. #미술관옆카페 가서 아아에 케이크. 그리고 #대림미술관 #하이메아욘숨겨진일곱가지사연 #sundaymood #lunch #mazesoba #daelimmuseum
2019-10-27 18.15.42 2163822314336945034_대림미술관.jpg;집에 이런거 하나 들여야겠다🖼#대림미술관 #하이메아욘 #seriousfun
2019-10-27 18.15.42 2163822314345421717_대림미술관.jpg;집에 이런거 하나 들여야겠다🖼#대림미술관 #하이메아욘 #seriousfun
2019-10-27 18.15.42 2163822316048263990_대림미술관.jpg;집에 이런거 하나 들여야겠다🖼#대림미술관 #하이메아욘 #seriousfun
2019-10-27 18.18.59 2163823960574611019_대림미술관.jpg;#하이메아욘숨겨진일곱가지사연 #대림미술관 #전시회#종이화병 #기념품 오랜만에 콧바람좀 쐬려구 했더니 너무 추웠당🍂🍂🍂그래두 잼썼당❣
2019-10-27 18.18.59 2163823960591326427_대림미술관.jpg;#하이메아욘숨겨진일곱가지사연 #대림미술관 #전시회#종이화병 #기념품 오랜만에 콧바람좀 쐬려구 했더니 너무 추웠당🍂🍂🍂그래두 잼썼당❣
2019-10-27 18.18.59 2163823960599589066_대림미술관.jpg;#하이메아욘숨겨진일곱가지사연 #대림미술관 #전시회#종이화병 #기념품 오랜만에 콧바람좀 쐬려구 했더니 너무 추웠당🍂🍂🍂그래두 잼썼당❣
